18:38:56 - 来自: main.py:1745 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x0000012E1258A040>'}
18:39:52 -             来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:39:52 -             来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:39:52 -             来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:39:52 -             来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:39:52 -             来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:39:52 -             来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -             来自: main.py:687 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
18:39:52 -             来自: main.py:687 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:39:52 -         来自: main.py:915 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
18:39:52 -         来自: main.py:765 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000012E13F655E0>'}
18:39:52 -             来自: main.py:387 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x0000012E13F655E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(54, 481, 1121, 82)', 'mark': 'm', 'confidence': '0.8'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 26, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (104, 28, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(104, 26, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(106, 27, 1121, 82), (107, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (108, 28, 1121, 82), (106, 29, 1121, 82), (107, 29, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(106, 27, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(159, 30, 1121, 82), (158, 31, 1121, 82), (159, 31, 1121, 82), (158, 32, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(159, 30, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(209, 28, 1121, 82), (208, 29, 1121, 82), (209, 29, 1121, 82), (210, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(209, 28, 1121, 82), (259, 30, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(309, 29, 1121, 82), (310, 29, 1121, 82), (360, 29, 1121, 82), (309, 30, 1121, 82), (310, 30, 1121, 82), (359, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (309, 31, 1121, 82), (310, 31, 1121, 82), (311, 31, 1121, 82), (359, 31, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (309, 32, 1121, 82), (310, 32, 1121, 82), (311, 32, 1121, 82), (360, 32, 1121, 82), (361, 32, 1121, 82), (310, 33, 1121, 82), (360, 33, 1121, 82), (361, 33, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(309, 29, 1121, 82), (360, 29, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 28, 1121, 82), (412, 28, 1121, 82), (410, 29, 1121, 82), (411, 29, 1121, 82), (412, 29, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (412, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (412, 31, 1121, 82), (411, 32, 1121, 82), (412, 32, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(411, 28, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(462, 30, 1121, 82), (463, 30, 1121, 82), (462, 31, 1121, 82), (463, 31, 1121, 82), (464, 31, 1121, 82), (462, 32, 1121, 82), (463, 32, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(462, 30, 1121, 82)])
18:39:52 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(511, 30, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82), (511, 31, 1121, 82), (512, 31, 1121, 82), (513, 31, 1121, 82), (511, 32, 1121, 82), (512, 32, 1121, 82), (513, 32, 1121, 82)]', 'distance': '25'}
18:39:52 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(511, 30, 1121, 82)])
18:39:53 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(563, 30, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (563, 32, 1121, 82)]', 'distance': '25'}
18:39:53 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(563, 30, 1121, 82)])
18:39:53 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(613, 29, 1121, 82), (614, 29, 1121, 82), (663, 29, 1121, 82), (664, 29, 1121, 82), (665, 29, 1121, 82), (715, 29, 1121, 82), (613, 30, 1121, 82), (614, 30, 1121, 82), (615, 30, 1121, 82), (663, 30, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (714, 30, 1121, 82), (715, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (715, 31, 1121, 82)]', 'distance': '25'}
18:39:53 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(613, 29, 1121, 82), (663, 29, 1121, 82), (715, 29, 1121, 82)])
18:39:53 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82)]', 'distance': '25'}
18:39:53 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(765, 28, 1121, 82)])
18:39:53 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(815, 29, 1121, 82), (816, 29, 1121, 82), (814, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (817, 30, 1121, 82), (814, 31, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (817, 31, 1121, 82), (814, 32, 1121, 82), (815, 32, 1121, 82), (816, 32, 1121, 82)]', 'distance': '25'}
18:39:53 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(815, 29, 1121, 82)])
18:39:53 -                 来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (866, 31, 1121, 82), (867, 31, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82), (918, 32, 1121, 82)]', 'distance': '25'}
18:39:53 -                 来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(916, 30, 1121, 82), (866, 31, 1121, 82)])
18:39:53 -             来自: main.py:387 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: X2KKQQJ9876665433
18:39:53 -         来自: main.py:765 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X2KKQQJ9876665433
18:39:53 -         来自: main.py:822 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'jiao_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
